,project_name,oneliner,git_namespace,git_url,platform,labels,topic,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,refs,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update,project_age_in_years,field,activity,community,size,total_score
580,"<a href=""https://github.com/USEPA/Federal-LCA-Commons-Elementary-Flow-List.git"" style = ""color: black"">fedelemflowlist</a>",A Python package that generates and provides a standardized elementary flow list for use in life cycle assessment (LCA) data as well as mappings to convert data from other sources.,USEPA,https://github.com/USEPA/Federal-LCA-Commons-Elementary-Flow-List.git,github,ord,Life Cycle Assessment,"2022/11/02, 15:06:47",25.0,0.0,6.0,True,Python,U.S. Environmental Protection Agency,USEPA,"Python,Jupyter Notebook",,",https://doi.org/10.3390/app12199687","2018/02/05, 15:35:37",1739.0,CC0-1.0,39.0,1253.0,"2022/11/09, 14:49:39",13.0,107.0,134.0,14.0,1.0,2.0,0.0,0.6846071044133477,"2022/06/01, 19:17:32",v1.0.9,0.0,10.0,False,,False,False,,,https://github.com/USEPA,https://www.epa.gov,United States of America,,,https://avatars.githubusercontent.com/u/1304320?v=4,,,,4.764383561643836,Industrial Ecology,1.7540899795501022,1.7377300613496933,2.511247443762781,0.5702784924012856
581,"<a href=""https://github.com/fineprint-global/forbio.git"" style = ""color: black"">FORBIO</a>","Physical multi-regional input-output model for forestry, wood and paper products.",fineprint-global,https://github.com/fineprint-global/forbio.git,github,,Life Cycle Assessment,"2022/10/07, 10:18:44",2.0,0.0,1.0,True,R,FINEPRINT,fineprint-global,R,,,"2020/11/27, 13:08:49",713.0,GPL-3.0,70.0,158.0,"2022/11/09, 14:49:39",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3877551020408163,,,0.0,2.0,False,,False,False,,,https://github.com/fineprint-global,http://www.fineprint.global/,"Institute for Ecological Economics, Vienna University of Economics and Business (WU), Welthandelsplatz 1, 1020 Vienna, Austria",,,https://avatars.githubusercontent.com/u/34596993?v=4,,,,1.9534246575342467,Industrial Ecology,0.8732106339468302,0.90439672801636,0.3553169734151329,0.21360224890523086
582,"<a href=""https://github.com/konstantinstadler/pymrio.git"" style = ""color: black"">pymrio</a>",Multi-Regional Input-Output Analysis in Python.,konstantinstadler,https://github.com/konstantinstadler/pymrio.git,github,"python,calculations,mrio,input-output-analysis",Life Cycle Assessment,"2022/10/06, 13:35:45",92.0,9.0,26.0,True,Python,,,"Python,Shell",http://pymrio.readthedocs.io/en/latest/,",https://zenodo.org/badge/latestdoi/21688312\n","2014/07/10, 09:20:44",3045.0,GPL-3.0,20.0,366.0,"2022/10/06, 13:36:37",25.0,20.0,68.0,6.0,35.0,1.0,0.7,0.0182926829268292,"2022/04/28, 09:25:28",v0.4.7,0.0,6.0,False,,False,True,"CIRAIG/OpenIO-Canada,AntoineTeixeira/MatMat-Trade,SESAM-Polimi/MARIO,open-risk/Academy-Course-SFI32064,skinnydelgado/Dashboard_App,spjuhel/BoARIO,jakobsarthur/Price_Uncertainty_HLCA,CIRAIG/Quebec_consumption_footprint,konstantinstadler/pymrio_article",,,,,,,,,,,8.342465753424657,Industrial Ecology,1.8675869120654398,1.271472392638037,1.5552147239263805,0.4488927928010178
583,"<a href=""https://github.com/ONEARMY/precious-plastic.git"" style = ""color: black"">ONEARMY</a>",A series of tools for the Precious Plastic community to collaborate around the world and tackle plastic waste.,ONEARMY,https://github.com/ONEARMY/precious-plastic.git,github,,Circular Economy and Waste,"2022/08/23, 09:06:25",52.0,0.0,3.0,True,HTML,ONE ARMY,ONEARMY,"HTML,CSS",http://preciousplastic.com,,"2016/02/27, 10:27:21",2448.0,GPL-3.0,16.0,674.0,"2020/09/28, 23:35:00",0.0,19.0,89.0,0.0,772.0,0.0,0.2,0.3478260869565217,"2020/01/06, 19:07:50",3.0,0.0,9.0,False,,False,False,,,https://github.com/ONEARMY,,,,,https://avatars.githubusercontent.com/u/43448126?v=4,,,,6.706849315068493,Industrial Ecology,1.700920245398773,1.640593047034765,1.905930470347648,0.5038264416570819
585,"<a href=""https://github.com/pedropro/TACO.git"" style = ""color: black"">TACO</a>",Trash Annotations in Context Dataset Toolkit.,pedropro,https://github.com/pedropro/TACO.git,github,"trash,dataset,mask-rcnn,object-detection,litter,deep-learning,garbage",Circular Economy and Waste,"2022/11/07, 20:00:07",439.0,0.0,110.0,True,Jupyter Notebook,,,"Jupyter Notebook,Python",http://tacodataset.org,",https://doi.org/10.5281/zenodo.3587843","2019/06/08, 22:19:04",1250.0,MIT,52.0,176.0,"2022/09/05, 17:39:19",32.0,3.0,17.0,2.0,66.0,5.0,0.0,0.0176470588235294,"2020/03/05, 17:42:44",1.0,0.0,2.0,False,,False,False,,,,,,,,,,,,3.4246575342465753,Industrial Ecology,1.6605316973415134,0.47699386503067487,0.6482617586912065,0.26450490096365337
586,"<a href=""https://github.com/circularfashion/cf-circularity-id-standard.git"" style = ""color: black"">circularity.ID Open Data Standard</a>",The standard represents the results and findings of an extensive six-year research into the needs of stakeholders in the fashion industry to achieve a circular economy.,circularfashion,https://github.com/circularfashion/cf-circularity-id-standard.git,github,,Circular Economy and Waste,"2021/10/07, 13:22:16",13.0,0.0,2.0,True,Python,circular.fashion,circularfashion,"Python,Shell",https://circularity.id,,"2019/10/09, 08:19:09",1128.0,GPL-3.0,0.0,160.0,"2022/07/06, 20:24:14",4.0,8.0,10.0,2.0,127.0,2.0,0.125,0.4516129032258065,,,0.0,7.0,False,,False,False,,,https://github.com/circularfashion,https://circular.fashion,,,,https://avatars.githubusercontent.com/u/91959849?v=4,,,,3.0904109589041098,Industrial Ecology,1.0669734151329244,1.6390593047034763,1.0265848670756648,0.3703495542762285
588,"<a href=""https://github.com/garythung/trashnet.git"" style = ""color: black"">trashnet</a>",Dataset of images of trash. Torch-based CNN for garbage image classification.,garythung,https://github.com/garythung/trashnet.git,github,"dataset,torch,convolutional-neural-networks,deep-learning,trash,garbage,image-classification",Circular Economy and Waste,"2022/06/06, 16:03:50",462.0,0.0,57.0,True,Lua,,,"Lua,Python",,,"2017/04/08, 22:16:08",2041.0,MIT,1.0,7.0,"2021/08/05, 18:39:07",7.0,0.0,1.0,0.0,462.0,3.0,0.0,0.0,,,0.0,1.0,False,,False,False,,,,,,,,,,,,5.5917808219178085,Industrial Ecology,1.2152351738241307,0.30265848670756645,0.10736196319018405,0.1577240468667769
589,"<a href=""https://github.com/OpenLitterMap/openlittermap-web.git"" style = ""color: black"">OpenLitterMap</a>","An open, interactive and accessible database of the world's litter and plastic pollution.",OpenLitterMap,https://github.com/OpenLitterMap/openlittermap-web.git,github,,Circular Economy and Waste,"2022/11/10, 19:27:12",84.0,0.0,24.0,True,PHP,OpenLitterMap,OpenLitterMap,"PHP,Vue,Blade,Shell",https://openlittermap.com,,"2020/08/19, 23:19:26",812.0,GPL-3.0,719.0,2146.0,"2022/11/10, 19:27:13",68.0,374.0,465.0,177.0,0.0,13.0,0.0,0.3536076326774001,"2022/11/03, 18:57:14",2.19.11,5.0,16.0,False,,False,False,,,https://github.com/OpenLitterMap,https://openlittermap.com,"Cork, Ireland",,,https://avatars.githubusercontent.com/u/62770201?v=4,,,,2.2246575342465755,Industrial Ecology,2.8006134969325154,1.5046012269938651,3.203476482617587,0.7007939225222329
591,"<a href=""https://github.com/CMLPlatform/pycirk.git"" style = ""color: black"">pycirk</a>",Model Circular Economy policy and technological interventions in Environmentally Extended Input-Output Analysis.,CMLPlatform,https://github.com/CMLPlatform/pycirk.git,github,"circular-economy,sustainability,eeioa,environmental-modelling,environmental-science,scenario-creator,economics-models",Circular Economy and Waste,"2021/12/07, 09:54:42",14.0,0.0,6.0,True,Python,CML-IE-EB,CMLPlatform,"Python,Makefile",https://pycirk.readthedocs.io/en/latest/readme.html,",https://zenodo.org/badge/latestdoi/157891556","2018/11/16, 16:12:52",1455.0,CUSTOM,1.0,78.0,"2021/04/19, 12:15:01",3.0,1.0,2.0,0.0,570.0,3.0,0.0,0.0,"2021/04/19, 08:28:11",2.0,0.0,1.0,False,,False,True,,,https://github.com/CMLPlatform,,,,,https://avatars.githubusercontent.com/u/29304416?v=4,,,,3.9863013698630136,Industrial Ecology,1.5296523517382412,0.30265848670756645,0.24744376278118607,0.1991242954776564
592,"<a href=""https://github.com/WWF-Deutschland/marine-plastic-explorer.git"" style = ""color: black"">Global Plastic Navigator</a>",Visualises the most recent and high-resolution data of current scientific publications on marine plastic pollution.,WWF-Deutschland,https://github.com/WWF-Deutschland/marine-plastic-explorer.git,github,,Circular Economy and Waste,"2022/05/30, 13:03:04",4.0,0.0,4.0,True,JavaScript,WWF Deutschland,WWF-Deutschland,"JavaScript,Handlebars,HTML",https://plasticnavigator.wwf.de,,"2020/06/09, 12:32:40",884.0,CUSTOM,179.0,1233.0,"2022/05/30, 13:03:05",8.0,26.0,29.0,11.0,164.0,6.0,0.0,0.196969696969697,,,0.0,4.0,False,,True,False,,,https://github.com/WWF-Deutschland,https://www.wwf.de,Berlin/Hamburg/Frankfurt,,,https://avatars.githubusercontent.com/u/58521212?v=4,,,,2.421917808219178,Industrial Ecology,2.0817995910020453,0.8829243353783232,1.614519427402863,0.4305018426572867
594,"<a href=""https://github.com/TheOceanCleanupAlgorithms/ADVECT.git"" style = ""color: black"">ADVECTOR</a>",A whole-ocean marine debris transport model which is built to handle millions of particles and terabytes of data.,TheOceanCleanupAlgorithms,https://github.com/TheOceanCleanupAlgorithms/ADVECT.git,github,,Circular Economy and Waste,"2022/04/12, 04:14:46",13.0,0.0,8.0,True,Python,The Ocean Cleanup,TheOceanCleanupAlgorithms,"Python,C,Jupyter Notebook",,,"2020/09/10, 15:55:27",791.0,MIT,4.0,258.0,"2022/04/12, 04:14:49",4.0,111.0,128.0,1.0,212.0,2.0,0.3,0.1187214611872146,"2022/02/27, 19:38:51",V1.0.2,0.0,2.0,False,,False,False,,,https://github.com/TheOceanCleanupAlgorithms,https://theoceancleanup.com,"Rotterdam, The Netherlands",,,https://avatars.githubusercontent.com/u/29291389?v=4,,,,2.1671232876712327,Industrial Ecology,1.7004089979550103,1.009713701431493,1.621676891615542,0.4092869410014888
596,"<a href=""https://github.com/marine-debris/marine-debris.github.io.git"" style = ""color: black"">MARIDA</a>",A marine debris-oriented dataset on Sentinel-2 satellite images.,marine-debris,https://github.com/marine-debris/marine-debris.github.io.git,github,"deep-learning,semantic-segmentation,classification,marine-litter",Circular Economy and Waste,"2022/07/20, 11:32:31",19.0,0.0,18.0,True,Python,MARIDA,marine-debris,"Python,QML",,",https://doi.org/10.1371/journal.pone.0262247\r\n\r\nIn,https://doi.org/10.5281/zenodo.5151941.\r\n\r\nAlternatively,https://doi.org/10.5281/zenodo.5151941,https://doi.org/10.5194/egusphere-egu21-15243","2021/08/01, 20:38:30",465.0,MIT,14.0,23.0,"2022/09/07, 15:34:14",0.0,1.0,4.0,4.0,64.0,0.0,0.0,0.0454545454545454,"2021/08/01, 20:54:58",v1.0.0,0.0,2.0,False,,False,False,,,https://github.com/marine-debris,,,,,https://avatars.githubusercontent.com/u/85183222?v=4,,,,1.273972602739726,Industrial Ecology,1.6794478527607364,0.5444785276073619,0.2883435582822086,0.24381437456427332
597,"<a href=""https://github.com/wimlds-trojmiasto/detect-waste.git"" style = ""color: black"">Detect waste</a>",Detecting plastic waste in the environment to combat environmental pollution and promote circular economy.,wimlds-trojmiasto,https://github.com/wimlds-trojmiasto/detect-waste.git,github,"pytorch,deep-learning,object-detection,python,cnn,neural-networks,efficientdet,detr,maskrcnn,fastrcnn,litter,waste-detection,trash",Circular Economy and Waste,"2022/10/23, 19:28:22",103.0,0.0,60.0,True,Python,,wimlds-trojmiasto,"Python,Jupyter Notebook,Shell",https://detectwaste.ml,",https://zenodo.org/badge/latestdoi/314221459,https://doi.org/10.1016/j.wasman.2021.12.001","2020/11/19, 11:04:09",721.0,MIT,17.0,133.0,"2022/10/29, 05:32:43",0.0,53.0,62.0,13.0,12.0,0.0,0.7,0.5168539325842696,"2021/09/02, 06:29:33",v1.1-alpha,0.0,8.0,False,,False,False,,,https://github.com/wimlds-trojmiasto,,,,,https://avatars.githubusercontent.com/u/52125053?v=4,,,,1.9753424657534246,Industrial Ecology,1.6482617586912065,1.9596114519427403,1.5858895705521472,0.5079153024494504
598,"<a href=""https://github.com/santiago-sanitation-systems/Santiago.jl.git"" style = ""color: black"">Santiago.jl</a>",A Julia package to generate appropriate sanitation system options.,santiago-sanitation-systems,https://github.com/santiago-sanitation-systems/Santiago.jl.git,github,,Circular Economy and Waste,"2022/09/28, 12:11:45",4.0,0.0,3.0,True,Julia,,santiago-sanitation-systems,Julia,,",https://doi.org/10.1016/j.watres.2018.08.021\n\nSpuhler,https://doi.org/10.1016/j.watres.2020.116281\n\nSpuhler","2020/06/25, 07:06:30",868.0,CUSTOM,36.0,407.0,"2022/08/02, 09:26:53",15.0,6.0,78.0,13.0,100.0,1.0,0.0,0.1256684491978609,"2022/09/19, 13:48:37",v0.9.0,0.0,6.0,False,,False,False,,,https://github.com/santiago-sanitation-systems,https://github.com/santiago-sanitation-systems/Santiago.jl,,,,https://avatars.githubusercontent.com/u/67377940?v=4,,,,2.378082191780822,Industrial Ecology,2.4110429447852764,0.941717791411043,1.4667689161554192,0.4558682466393768
599,"<a href=""https://github.com/CMLPlatform/ramascene.git"" style = ""color: black"">RaMa-Scene</a>",RaMa-Scene a web-platform to analyse Environmentally Extended Input-Output data and generate scenarios.,CMLPlatform,https://github.com/CMLPlatform/ramascene.git,github,,Circular Economy and Waste,"2019/11/12, 10:28:08",6.0,0.0,3.0,True,Python,CML-IE-EB,CMLPlatform,"Python,JavaScript,HTML,CSS,Ruby,Shell",https://www.ramascene.eu/,,"2019/07/19, 08:33:50",1210.0,CUSTOM,0.0,330.0,"2022/11/04, 19:24:34",41.0,21.0,21.0,11.0,6.0,41.0,0.0,0.4053156146179402,"2020/01/25, 14:57:20",V1.5,0.0,5.0,False,,False,False,,,https://github.com/CMLPlatform,,,,,https://avatars.githubusercontent.com/u/29304416?v=4,,,,3.315068493150685,Industrial Ecology,1.06799591002045,1.1646216768916156,1.2709611451942742,0.33763329324292196
600,"<a href=""https://github.com/CMLPlatform/CircuMAT.git"" style = ""color: black"">CircuMat</a>","RaMa-Scene fork, CircuMat focuses on NUTS2 level classification as opposed to Rama-Scene country level analysis tool.",CMLPlatform,https://github.com/CMLPlatform/CircuMAT.git,github,,Circular Economy and Waste,"2022/02/10, 15:05:19",3.0,0.0,0.0,True,JavaScript,CML-IE-EB,CMLPlatform,"JavaScript,CSS,Python,HTML,SCSS,Shell,Dockerfile",,,"2019/09/16, 08:06:31",1151.0,CUSTOM,7.0,7.0,"2021/12/08, 09:57:25",0.0,34.0,34.0,13.0,337.0,0.0,0.0,0.0,,,0.0,1.0,False,,False,False,,,https://github.com/CMLPlatform,,,,,https://avatars.githubusercontent.com/u/29304416?v=4,,,,3.1534246575342464,Industrial Ecology,1.7540899795501024,0.30265848670756645,0.7678936605316973,0.26377752201679044
602,"<a href=""https://github.com/wri/carbon-budget.git"" style = ""color: black"">carbon budget</a>","This model maps gross greenhouse gas emissions from forests between 2001 and 2015, gross carbon removals by forests between 2001, and the difference between them (net flux).",wri,https://github.com/wri/carbon-budget.git,github,,Biosphere,"2022/05/31, 21:21:58",49.0,0.0,21.0,True,Python,World Resources Institute,wri,"Python,C++,Shell,Batchfile,Dockerfile",,,"2017/04/11, 18:05:56",2039.0,GPL-3.0,2.0,4196.0,"2022/09/21, 18:31:30",4.0,27.0,28.0,7.0,50.0,4.0,0.1,0.011685276551545,"2022/09/09, 14:17:51",v1.2.2,0.0,5.0,False,,False,False,,,https://github.com/wri,wri.org,"Washington, DC",,,https://avatars.githubusercontent.com/u/4615146?v=4,,,,5.586301369863014,Earth Systems,1.8629856850715747,0.9596114519427403,1.8905930470347647,0.44147729608139175
603,"<a href=""https://github.com/apburt/treeseg.git"" style = ""color: black"">treeseg</a>",Developed to near-automatically extract tree-level point clouds from high-density larger-area lidar point clouds acquired in forests.,apburt,https://github.com/apburt/treeseg.git,github,,Biosphere,"2021/05/31, 20:01:51",120.0,0.0,22.0,True,C++,,,"C++,CMake",,",https://doi.org/10.1111/2041-210X.13121","2017/12/10, 16:04:31",1796.0,MIT,0.0,86.0,"2022/08/18, 21:55:01",7.0,8.0,40.0,3.0,83.0,0.0,0.0,0.0999999999999999,"2021/05/31, 20:06:56",v0.2.2,0.0,3.0,False,,False,False,,,,,,,,,,,,4.920547945205479,Earth Systems,1.3634969325153374,0.6912065439672802,0.8507157464212679,0.27736935077776564
606,"<a href=""https://github.com/umr-amap/BIOMASS.git"" style = ""color: black"">BIOMASS</a>",An R package for estimating aboveground biomass and its uncertainty in tropical forests.,umr-amap,https://github.com/umr-amap/BIOMASS.git,github,,Biosphere,"2022/04/04, 13:03:54",15.0,0.0,4.0,True,R,UMR AMAP,umr-amap,R,,,"2018/09/03, 07:58:57",1529.0,GPL-3.0,6.0,521.0,"2021/12/21, 08:28:24",7.0,8.0,25.0,1.0,324.0,0.0,0.125,0.1841004184100418,"2020/10/22, 10:35:26",v2.1.4,0.0,5.0,False,,True,True,,,https://github.com/umr-amap,http://amap.cirad.fr,"Montpellier, France",,,https://avatars.githubusercontent.com/u/66062028?v=4,,,,4.189041095890411,Earth Systems,1.6232106339468304,1.2469325153374233,1.2822085889570554,0.40026060689645737
607,"<a href=""https://github.com/MetOffice/forest.git"" style = ""color: black"">forest</a>",Forecast and Observation Research and Evaluation Survey Tool.,MetOffice,https://github.com/MetOffice/forest.git,github,"visualization,meteorology",Biosphere,"2022/07/07, 10:31:44",32.0,0.0,3.0,True,Python,Met Office,MetOffice,"Python,HTML,Less,TypeScript,JavaScript,Go,CSS,Shell,Makefile",http://forest.metoffice.cloud,,"2018/01/12, 13:41:03",1763.0,BSD-3-Clause,135.0,1977.0,"2022/07/04, 14:59:12",14.0,307.0,494.0,62.0,129.0,3.0,0.0,0.2969808995686999,"2022/07/07, 10:34:29",v0.20.16,1.0,22.0,False,,False,True,,,https://github.com/MetOffice,www.metoffice.gov.uk,"Exeter, UK",,,https://avatars.githubusercontent.com/u/6997732?v=4,,,,4.83013698630137,Earth Systems,2.826175869120654,1.5112474437627812,3.2428425357873207,0.7072408720082208
608,"<a href=""https://github.com/openforis/sepal.git"" style = ""color: black"">SEPAL</a>","System for Earth Observation Data Access, Processing and Analysis for Land Monitoring.",openforis,https://github.com/openforis/sepal.git,github,,Biosphere,"2022/11/10, 13:28:17",165.0,0.0,24.0,True,JavaScript,Open Foris,openforis,"JavaScript,Groovy,CSS,Shell,Java,Dockerfile,HTML,Python,Handlebars,R,EQ",https://sepal.io/,,"2015/07/06, 09:47:47",2684.0,MIT,1426.0,10234.0,"2022/10/21, 07:33:06",50.0,45.0,197.0,88.0,20.0,1.0,0.0,0.4860553324408746,"2015/10/22, 13:10:41",v1.0,0.0,14.0,False,,True,True,,,https://github.com/openforis,http://www.openforis.org,"Rome, Italy",,,https://avatars.githubusercontent.com/u/1212750?v=4,,,,7.353424657534247,Earth Systems,2.434049079754601,1.6262781186094069,2.8067484662576687,0.646688900412764
609,"<a href=""https://github.com/forc-db/ForC.git"" style = ""color: black"">Forest Carbon database</a>",Global Forest Carbon Database.,forc-db,https://github.com/forc-db/ForC.git,github,,Biosphere,"2022/06/13, 21:11:46",49.0,0.0,14.0,True,HTML,ForC,forc-db,"HTML,R,CSS",https://forc-db.github.io/,",https://zenodo.org/badge/latestdoi/49171546","2016/01/07, 00:59:31",2499.0,CC-BY-4.0,190.0,2848.0,"2022/06/02, 15:53:39",43.0,68.0,210.0,4.0,161.0,0.0,0.5,0.6107129385137684,"2021/03/01, 21:55:33",v3.0,0.0,13.0,False,,False,True,,,https://github.com/forc-db,,Smithsonian,,,https://avatars.githubusercontent.com/u/16504833?v=4,,,,6.846575342465753,Earth Systems,2.208588957055215,2.1958077709611454,2.756134969325154,0.6850420972353423
610,"<a href=""https://github.com/tiagodc/TreeLS.git"" style = ""color: black"">TreeLS</a>",High performance R functions for forest data processing based on Terrestrial Laser Scanning (but not only) point clouds.,tiagodc,https://github.com/tiagodc/TreeLS.git,github,,Biosphere,"2022/04/06, 02:57:10",58.0,0.0,19.0,True,C++,,,"C++,R",,",https://doi.org/10.1016/j.compag.2017.10.019","2016/05/16, 16:36:48",2369.0,GPL-3.0,8.0,324.0,"2022/04/05, 22:56:03",19.0,3.0,31.0,3.0,218.0,0.0,0.0,0.0095846645367412,,,0.0,4.0,False,,False,False,,,,,,,,,,,,6.49041095890411,Earth Systems,1.4452965235173822,0.619120654396728,1.035276073619632,0.29241997043056017
