project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_update,stargazers_count,number_of_dependents,stars_last_year,project_active_checkbox,dominating_language,organization,organization_user_name,languages,homepage,created,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,open_pullrequests,reviews_per_pr,community_development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,organization_avatar,dependents_repos
ethereum-nft-activity,Estimate the total emissions for popular CryptoArt platforms.,kylemcdonald,https://github.com/kylemcdonald/ethereum-nft-activity.git,github,"ethereum,cryptoart,climate",Computation and Communication,2022-02-15 00:33,173,0,173,checked,Jupyter Notebook,DOS Group at TU Berlin,,"Jupyter Notebook,Python,Shell",,2021-03-09 01:50,MIT,82,83,2022-01-10 06:55,1,6,13,0,0.33333333,0.24390244,,,0,3,,,,,https://avatars.githubusercontent.com/u/5664005?v=4,
OpenTreeMap,"A collaborative platform for crowdsourced tree inventory, ecosystem services calculations, urban forestry analysis and community engagement.",OpenTreeMap,https://github.com/OpenTreeMap/otm-core.git,github,,Life Forms and Biodiversity,2022-01-21 21:14,167,0,15,checked,Python,OpenTreeMap,,"Python,JavaScript,HTML,CSS,Shell",www.opentreemap.org,2013-02-19 15:11,CUSTOM,0,5185,2022-01-13 00:48,413,1731,2907,22,0.40000000,0.65116279,,,0,24,,,,checked,https://avatars.githubusercontent.com/u/1125635?v=4,
climetlab,"A Python package aiming at simplifying access to climate and meteorological datasets, allowing users to focus on science instead of technical issues such as data access and data formats.",ecmwf,https://github.com/ecmwf/climetlab.git,github,,Climate and Earth Science,2022-02-18 21:56,164,22,119,checked,Python,ecmwf,European Centre for Medium-Range Weather Forecasts,"Python,Jupyter Notebook,JavaScript,Jinja,Shell,CSS",,2020-07-03 09:45,Apache-2.0,1321,1967,2021-11-28 01:11,1,16,32,0,0.70000000,0.43399252,2022-02-17 11:57,0.10.1,0,7,,,,,https://avatars.githubusercontent.com/u/6368067?v=4,"metwork-framework/mfextaddon_scientific,ecmwf-lab/climetlab-script-web,Climdyn/climetlab-eumetnet-postprocessing-benchmark,esowc/adc-toolbox,floriankrb/sandbox-public,ecmwf-lab/climetlab-intake,ecmwf-lab/climetlab-cookiecutter-test-project,ecmwf-lab/climetlab-eumetsat,ecmwf-lab/climetlab-cems-flood,vidurmithal/covid-fire-aq,4castRenewables/climetlab-plugin-a6,spcl/climetlab-maelstrom-ens10,metno/maelstrom-yr,esowc/climetlab-intake-data,mchantry/climetlab-maelstrom-nogwd,mchantry/maelstrom-radiation,ecmwf-lab/climetlab-cookiecutter-dataset,ecmwf-lab/climetlab-s2s-ai-challenge,ecmwf/climetlab-demo-source,ecmwf-lab/climetlab-meteonet,ecmwf-lab/climetlab-tropical-cyclone-dataset,ecmwf/climetlab"
xgcm,A Python package for analyzing general circulation model output data.,xgcm,https://github.com/xgcm/xgcm.git,github,"climate-model,gridded-data,python,finite-volume",Climate and Earth Science,2022-02-18 01:54,162,27,38,checked,Python,xgcm,xgcm,"Python,TeX",http://xgcm.readthedocs.org,2015-08-29 04:57,MIT,90,475,2022-02-17 20:24,60,209,376,11,0.40000000,0.61917808,2022-02-15 22:55,v0.6.2rc1,0,23,,,checked,,https://avatars.githubusercontent.com/u/14025832?v=4,"jkrasting/momlevel,rcaneill/caneill-et-al-JPO-nemo-transition-zone,NCAR/rechunk_retro_nwm_v21,nbren12/python-packaging-rodeo,ESMG/gridtools,CRIMAC-WP4-Machine-learning/CRIMAC-reportgeneration,ai2cm/fv3net,BenniSchmiedel/ECO,AaronDavidSchneider/cubedsphere,sdat2/seager19,abishekg7/pangeo_binders,xoceanmodel/xroms,martinclaus/py-da-stack,AnnaKwa/little-things,informatics-lab/lenny,rcaneill/xbasin,serazing/now-postprocess,rcaneill/xnemogcm,DS4Earth/sp2020,NCAR/pop-tools,aulemahal/MITgcmtools-py,cpatrizio88/ECCO_tools,ECCO-GROUP/ECCOv4-py,jaard/xcroco,eqh2395/VIsualisation-notebook-tools,eqh2395/lenny,hainegroup/oceanspy"
volkszaehler.org,A free smart meter implementation with focus on data privacy.,volkszaehler,https://github.com/volkszaehler/volkszaehler.org.git,github,"smarthome,smartmeter,monitoring,volkszaehler,privacy,logging,php",Buildings and Cities,2022-02-12 18:46,161,1,15,checked,PHP,volkszaehler,volkszaehler.org project,"PHP,JavaScript,CSS,Python,HTML,Shell,Dockerfile",https://volkszaehler.org,2010-07-22 09:35,GPL-3.0,26,1865,2022-02-07 04:01,30,632,867,9,0.00000000,0.56056130,2019-03-11 10:34,1.0,0,46,,,,,https://avatars.githubusercontent.com/u/340617?v=4,illacceptanything/illacceptanything
EPANET,The Water Distribution System Hydraulic and Water Quality Analysis Toolkit.,OpenWaterAnalytics,https://github.com/OpenWaterAnalytics/EPANET.git,github,"water-distribution,environmental-engineering,hydraulics",Water Supply,2022-02-11 19:37,160,0,21,checked,C,OpenWaterAnalytics,Open Water Analytics,"C,C++,C#,VBA,Visual Basic .NET,CMake,Pascal,Python,Batchfile,Shell",,2014-09-18 00:04,MIT,12,1232,2022-02-14 14:40,71,298,593,3,0.20000000,0.52173913,2019-12-10 15:25,v2.2,0,23,,,checked,,https://avatars.githubusercontent.com/u/2392819?v=4,
pyswmm,Python Wrapper for Stormwater Management Model.,OpenWaterAnalytics,https://github.com/OpenWaterAnalytics/pyswmm.git,github,"swmm5,hydraulic-modeling,stormwater,hydrology-stormwater-analysis,python,swmm",Water Supply,2022-02-19 07:57,159,10,35,checked,Python,OpenWaterAnalytics,Open Water Analytics,"Python,TeX,Shell",,2014-05-12 13:30,CUSTOM,17,767,2022-02-15 03:21,55,110,258,0,3.90000000,0.52800000,2022-01-11 23:06,v1.1.1,0,14,,,,,https://avatars.githubusercontent.com/u/2392819?v=4,"oferst13/Concept-Controlled-Release,grasbrook-cityscope/swimdock,puruckertom/stelman_urban_pesticides,puruckertom/chelsvig_urban_pesticides,kLabUM/StormReactor,mbjjo/NOAH,kLabUM/pystorms,midnighteuler/vera,kLabUM/rl-storm-control,OpenWaterAnalytics/pyswmm"
PowerSimulations.jl,A Julia package for power system modeling and simulation of Power Systems operations.,NREL-SIIP,https://github.com/NREL-SIIP/PowerSimulations.jl.git,github,"julia,powersystems,optimization,energy,electricity,analysis,simulations",Energy Modeling and Optimization,2022-02-06 01:45,159,0,52,checked,Julia,NREL-SIIP,NREL-SIIP,Julia,https://www.nrel.gov/analysis/siip.html,2017-11-03 21:11,BSD-3-Clause,1887,6768,2022-02-15 18:39,7,621,822,0,3.60000000,0.27184303,2021-11-17 14:53,v0.14.9,0,21,,,,checked,https://avatars.githubusercontent.com/u/44615001?v=4,
VIAME,"A computer vision application designed for do-it-yourself artificial intelligence including object detection, object tracking, image/video annotation, image/video search, image mosaicing, stereo measurement, rapid model generation, and tools for the evaluation of different algorithms.",VIAME,https://github.com/VIAME/VIAME.git,github,"computer-vision,artificial-intelligence,video-search,video-analytics,marine-biology,open-source,machine-learning,video-annotation,image-annotation,annotation-framework,oceanography,image-processing",Life Forms and Biodiversity,2022-02-20 19:33,159,0,53,checked,C++,VIAME,VIAME,"C++,Python,CMake,MATLAB,Shell,Ada,Batchfile,Cuda,C",http://www.viametoolkit.org/,2016-08-09 16:31,CUSTOM,468,6055,2021-10-12 02:58,36,93,113,12,0.30000000,0.05644321,,,0,27,,,,checked,https://avatars.githubusercontent.com/u/48599248?v=4,
Power Grid Lib,This benchmark library is curated and maintained by the IEEE PES Task Force on Benchmarks for Validation of Emerging Power System Algorithms and is designed to evaluate a well established version of the the AC Optimal Power Flow problem.,power-grid-lib,https://github.com/power-grid-lib/pglib-opf.git,github,"optimal-power-flow,matpower,benchmark,dataset",Energy Distribution and Grids,2022-02-19 14:13,159,0,52,checked,MATLAB,power-grid-lib,A Library of IEEE PES Power Grid Benchmarks,"MATLAB,TeX",,2017-06-27 19:02,CUSTOM,2,14,2021-07-30 03:06,10,9,24,0,0.00000000,0.00000000,2021-07-30 03:15,v21.07,0,1,,,,,https://avatars.githubusercontent.com/u/21188896?v=4,
MPAS,"The Model for Prediction Across Scales is a collaborative project for developing atmosphere, ocean, and other earth-system simulation components for use in climate, regional climate, and weather studies.",MPAS-Dev,https://github.com/MPAS-Dev/MPAS-Model.git,github,,Climate and Earth Science,2022-02-14 23:29,157,0,16,checked,Fortran,MPAS-Dev,,"Fortran,Python,C,C++,Makefile,PHP,Shell,MATLAB,Roff,SourcePawn,Pascal",,2013-06-10 19:25,MIT,11,5527,2022-02-05 00:31,99,739,863,42,0.50000000,0.81118535,2022-02-14 23:32,v7.2,0,38,,,,,https://avatars.githubusercontent.com/u/4063217?v=4,
Continuous Reforestation,A GitHub Action for planting trees within your development workflow using the Reforestation as a Service (RaaS) API developed by DigitalHumani.,protontypes,https://github.com/protontypes/continuous-reforestation.git,github,"reforestation,continuous-integration,carbon-capture-sequestration,carbon-capture,sustainable-software,sustainability",Life Forms and Biodiversity,2022-02-18 13:11,157,13,155,checked,Python,protontypes,protontypes,"Python,Dockerfile",,2021-02-18 16:30,MIT,48,123,2021-03-16 20:17,4,3,4,0,0.33333333,0.35135135,2021-03-21 12:32,0.0.3,0,5,,,,,https://avatars.githubusercontent.com/u/55761070?v=4,"OkelleyDevelopment/open-sustainable-technology,thibaudcolas/kontrasto,modelearth/open-sustainable-technology,jtorreggiani/open-sustainable-technology,alex-quiterio/open-sustainable-technology,Ly0n/pycon,tjarkdoering/continuous-reforestation,protontypes/continuous-reforestation,nmstreethran/open-sustainable-technology,adamchainz/curlylint,tjarkdoering/open-sustainable-technology,thibaudcolas/curlylint,protontypes/open-sustainable-technology"
netcdf-fortran,The Unidata network Common Data Form (netCDF) is an interface for scientific data access and a set of freely-distributed software libraries that provide an implementation of the interface.,Unidata,https://github.com/Unidata/netcdf-fortran.git,github,"netcdf-fortran,unidata,netcdf-library,dataset,hacktoberfest",Climate and Earth Science,2022-02-10 18:55,157,0,21,checked,Fortran,Unidata,Unidata,"Fortran,M4,C,CMake,Pascal,Makefile,Python,Pawn,Shell,C++",,2013-08-06 20:48,CUSTOM,65,900,2022-02-18 19:25,83,121,244,5,0.00000000,0.60172414,2022-01-07 23:16,v4.5.4,0,24,,,,,https://avatars.githubusercontent.com/u/613345?v=4,
entsoe-py,A Python client for the ENTSO-E API (European Network of Transmission System Operators for Electricity).,EnergieID,https://github.com/EnergieID/entsoe-py.git,github,,Datasets on Energy Systems,2022-02-16 03:32,157,30,56,checked,Jupyter Notebook,EnergieID,EnergieID cvba-so,"Jupyter Notebook,Python,Shell",,2017-07-12 13:17,MIT,44,224,2022-02-08 12:30,28,52,131,7,0.40000000,0.50632911,2022-01-30 14:20,V0.4.3,0,27,,,,,https://avatars.githubusercontent.com/u/13538977?v=4,"kranjcevblaz/avto_net_alerts,spisokgit/ml_jupyter_user,spisokgit/tf2,mohcinemadkour/renewcastapp,gianlucamancini7/case_study_2_alpiq,stoicol/entsoe-dexter-api,DrafProject/elmada,shapelets/shapelets-compute,muellermax/electricity,mam619/SEF_Thesis,fboerman/dash-cwe-prices,nemes1s/dexterenergy-assignment,Unstopable-Team/backend,mxkus/webpage-api,ren4kast/REN4KAST,drumilji-tech/Forecast_Energy,ewoken/electricity-analysis,CRCDApp/REN4KAST,obedsims/forecast_app,Frenz86/renew_streamlit,derevirn/renewcast,nicholasjhana/entsoe-etl-pipeline,sandeshbhatjr/energy-prediction,nicholasjhana/electrical-forecast-prediction-service,muralikrishnat29/smart-grids,FrancisDinh/Smart-Energy-Project,Jonathan56-archives/online_CSC_optimization,FRESNA/powerplantmatching,BONSAMURAIS/bentso,samber/powEUr"
Gym Electric Motor,An OpenAI Gym Environment for Electric Motors.,upb-lea,https://github.com/upb-lea/gym-electric-motor.git,github,"reinforcement-learning,openai-gym-environments,machinelearning,openai-gym,openai,gym-environment,pmsm,motor-models,converters,benchmark,electrical-engineering,electric-drive",Mobility and Transportation,2022-02-20 01:51,157,0,71,checked,Python,upb-lea,Paderborn University - LEA,Python,https://upb-lea.github.io/gym-electric-motor/,2019-10-21 14:04,MIT,169,787,2022-02-11 16:04,13,82,173,1,1.90000000,0.67875648,2021-12-20 15:57,v1.0.1,0,11,,,checked,checked,https://avatars.githubusercontent.com/u/55782224?v=4,
xclim,"A library of derived climate variables, i.e. climate indicators, based on xarray.",Ouranosinc,https://github.com/Ouranosinc/xclim.git,github,"climate-analysis,climate-science,python,xarray,icclim,netcdf4,xclim,anuclim,dask",Climate and Earth Science,2022-02-14 16:42,156,9,67,checked,Python,Ouranosinc,Ouranos inc.,"Python,Makefile",https://xclim.readthedocs.io/en/latest/,2018-07-27 18:02,Apache-2.0,1249,3965,2022-02-18 19:07,46,587,975,5,1.80000000,0.66227462,2022-02-09 20:05,v0.33.2,0,24,,,checked,checked,https://avatars.githubusercontent.com/u/1696763?v=4,"meissnereric/climate-docker,carbonplan/cmip6-downscaling,cerfacs-globc/icclim,pangeo-data/climpred,kuchaale/grl_2020,CSHS-CWRA/RavenPy,Ouranosinc/raven,kuchaale/wcd_2020,bird-house/finch"
eemeter,An open source Python package for implementing and developing standard methods for calculating normalized metered energy consumption and avoided energy use.,openeemeter,https://github.com/openeemeter/eemeter.git,github,"energy,efficiency,energy-data,energy-efficiency,building-energy",Energy Monitoring and Control,2022-01-26 09:56,156,12,25,checked,Python,openeemeter,OpenEEmeter,"Python,Shell,Dockerfile",http://eemeter.openee.io/,2016-08-19 23:54,Apache-2.0,13,2243,2021-12-30 16:54,9,397,428,6,0.20000000,0.29562500,2017-06-30 18:52,v1.0.0,0,26,,,checked,checked,https://avatars.githubusercontent.com/u/19336002?v=4,"datamade/oeem-energy-datastore,ZaninMarco/Copy-of-repository,illacceptanything/illacceptanything,brandonwillard/amimodels,buds-lab/the-building-data-genome-project,impactlab/oeem-uploader,impactlab/oeem-energy-datastore,impactlab/oeem-etl-fake-projects,james-prior/epathermostat-sandbox,impactlab/thermostat,impactlab/oeem-etl,EPAENERGYSTAR/epathermostat"
energy-py,Reinforcement learning for energy systems.,ADGEfficiency,https://github.com/ADGEfficiency/energy-py.git,github,"reinforcement-learning,energy",Energy Modeling and Optimization,2022-01-11 05:12,154,0,13,checked,Python,openCEMorg,,"Python,Makefile",,2017-04-03 10:14,MIT,14,17,2022-02-05 03:15,4,18,55,1,0.00000000,0.00000000,,,0,1,,,,,https://avatars.githubusercontent.com/u/44991012?v=4,
PEcAn,The Predictive Ecosystem Analyzer is an integrated ecological bioinformatics toolbox.,PecanProject,https://github.com/PecanProject/pecan.git,github,"ecosystem-model,pecan,r,national-science-foundation,ecosystem-science,bayesian,plants,meta-analysis,data-science,data-assimilation,forecasting,cyberinfrastructure",Life Forms and Biodiversity,2022-01-27 07:52,154,0,27,checked,R,PEcAn Project,PecanProject,"R,Fortran,Shell,PHP,Python,C++,CSS,Dockerfile,Makefile,HTML,TeX,C,JavaScript,MATLAB",www.pecanproject.org,2012-11-25 23:48,CUSTOM,495,18611,2022-02-17 19:00,425,1804,2486,29,1.00000000,0.85173739,2021-10-08 20:48,v1.7.2,0,64,,,,checked,https://avatars.githubusercontent.com/u/2879854?v=4,
EVNotify,Allows you to monitor your electric vehicle and let you notify when the specified preset state of charge has been achieved.,EVNotify,https://github.com/EVNotify/EVNotify.git,github,,Mobility and Transportation,2022-02-10 17:34,151,0,55,checked,Vue,EVNotify,,"Vue,JavaScript,CSS,HTML",https://evnotify.com,2017-06-09 19:01,CUSTOM,21,663,2022-02-10 11:52,82,51,198,9,0.10000000,0.10000000,2021-02-07 14:00,2.2.1-patch.4,0,9,checked,"b'# These are supported funding model platforms\n\ngithub: GPlay97\npatreon: GPlay97\nopen_collective: # Replace with a single Open Collective username\nko_fi: # Replace with a single Ko-fi username\ntidelift: # Replace with a single Tidelift platform-name/package-name e.g., npm/babel\ncommunity_bridge: # Replace with a single Community Bridge project-name e.g., cloud-foundry\ncustom: paypal.me/GPlay97\n'",checked,checked,https://avatars.githubusercontent.com/u/45699245?v=4,
SEPAL,"System for Earth Observation Data Access, Processing and Analysis for Land Monitoring.",openforis,https://github.com/openforis/sepal.git,github,,Life Forms and Biodiversity,2022-02-16 01:53,151,0,49,checked,JavaScript,openforis,Open Foris,"JavaScript,Groovy,Python,CSS,Shell,Java,HTML,Dockerfile,Handlebars,Jupyter Notebook,EQ",https://sepal.io/,2015-07-06 09:47,MIT,1717,9154,2022-01-24 10:14,36,25,138,0,0.10000000,0.47834181,2015-10-22 13:10,v1.0,0,13,,,checked,checked,https://avatars.githubusercontent.com/u/1212750?v=4,
openaq-api,This is the main API for the OpenAQ project written in JavaScript.,openaq,https://github.com/openaq/openaq-api.git,github,,Air Quality,2022-01-24 05:02,151,0,11,checked,JavaScript,openaq,OpenAQ Platform,"JavaScript,Shell,Dockerfile",,2015-07-17 17:48,CUSTOM,1,505,2021-04-21 11:38,55,236,429,20,0.10000000,0.38127090,,,0,13,,,,checked,https://avatars.githubusercontent.com/u/11806583?v=4,
Grid2Op,A testbed platform to model sequential decision making in power systems.,rte-france,https://github.com/rte-france/Grid2Op.git,github,"grid2op,reinforcement-learning,reinforcement-learning-environments,powergrid,powergrid-operation,gym-environments",Energy Distribution and Grids,2022-02-14 16:03,150,20,68,checked,Python,rte-france,Réseau de transport d'électricité,"Python,Jupyter Notebook,Dockerfile,Shell,Makefile",https://grid2op.readthedocs.io/,2019-10-10 17:04,MPL-2.0,292,1921,2022-02-07 20:32,22,97,256,0,0.20000000,0.38147139,2022-01-19 16:26,v1.6.5,5,11,,,,,https://avatars.githubusercontent.com/u/19531752?v=4,"bmanczak/runPowerNetworks,enlite-ai/maze-l2rpn-2021-submission,BDonnot/grid2game,Plagiat01/L2RPN,marota/Oracle4Grid,marota/ExpertOp4Grid,horacioMartinez/L2RPN,eh-tien/L2RPN_submission_simple,sunghoonhong/L2RPN-WCCI-2020-Winner,rte-france/grid2viz,AsprinChina/L2RPN_NIPS_2020_a_PPO_Solution,mugoh/l2rpn,vinault/Grid2Kpi,EfimovIN/L2RPN,ZM-Learn/L2RPN_WCCI_a_Solution,vermashresth/power-grid-neurips,roksikonja/thesis-code,BDonnot/ChroniX2Grid,BDonnot/lightsim2grid,BDonnot/data_generation"
Annotation Interface for Data-driven Ecology,Tools for detecting wildlife in aerial images using active learning.,microsoft,https://github.com/microsoft/aerial_wildlife_detection.git,github,"aiforearth,wildlife,conservation,aerial-imagery,active-learning",Life Forms and Biodiversity,2022-02-18 14:52,149,0,46,checked,Python,microsoft,Microsoft,"Python,HTML,JavaScript,Shell,CSS,Dockerfile,PLpgSQL",,2019-07-18 23:58,MIT,77,744,2021-11-17 22:40,20,13,34,2,0.00000000,0.21290323,2021-11-19 10:49,v2.2,0,7,,,checked,,https://avatars.githubusercontent.com/u/6154722?v=4,
climlab,A Python package for process-oriented climate modeling.,brian-rose,https://github.com/brian-rose/climlab.git,github,"python,climate-model,educational-software,climate-science",Climate and Earth Science,2021-12-11 10:24,148,11,26,checked,Fortran,CliMT,,"Fortran,Jupyter Notebook,Python,Shell,TeX,C,Batchfile",,2014-10-09 01:14,MIT,83,1516,2022-02-04 22:26,23,72,137,2,0.00000000,0.08680311,2022-02-05 00:46,v0.7.13,0,9,,,,,https://avatars.githubusercontent.com/u/23116436?v=4,"illacceptanything/illacceptanything,darshanvjani/Taxonomy-Classification,achalrajyaguru/HumAIn-Taxonomy-Classification,Pustiu/insolation_calculator,DS4Earth/sp2020,andygimma/insolation_calculator,rushi-the-neural-arch/OpenAI-NLP-Hackathon-Symbiosis-University,rushi-the-neural-arch/TCS-HumAIn---Taxonomy-Classification,paleovar/lowEBMs,BenniSchmiedel/Low-dimensional-EBMs,brian-rose/pyCESM"
